query_type,query,col_1,col_2,df_command
Text/String Operations,get rows where product_name does not contain 'PRo',product_name,,"df[~df['product_name'].str.contains('PRo', case=False, na=False)]"
Text/String Operations,find city having 'dotcom' and product_name with 'pr0',city,,"df[df['city'].str.contains('dotcom', case=False, na=False) & df['product_name'].str.contains('pr0', case=False, na=False)]"
Text/String Operations,list records where product_name has 'Tech' or job_title has 'PRo',product_name,,"df[df['product_name'].str.contains('Tech', case=False, na=False) | df['job_title'].str.contains('PRo', case=False, na=False)]"
Text/String Operations,list records where department has '.com' or job_title has 'hiring',department,,"df[df['department'].str.contains('.com', case=False, na=False) | df['job_title'].str.contains('hiring', case=False, na=False)]"
Text/String Operations,list records where job_title has 'sup' or product_name has '.com',job_title,,"df[df['job_title'].str.contains('sup', case=False, na=False) | df['product_name'].str.contains('.com', case=False, na=False)]"
Text/String Operations,list records where product_name has 'support' or job_title has 'Sales',product_name,,"df[df['product_name'].str.contains('support', case=False, na=False) | df['job_title'].str.contains('Sales', case=False, na=False)]"
Text/String Operations,find email having 'salez' and job_title with 'dotcom',email,,"df[df['email'].str.contains('salez', case=False, na=False) & df['job_title'].str.contains('dotcom', case=False, na=False)]"
Text/String Operations,find job_title having 'mngr' and company_name with 'hiringg',job_title,,"df[df['job_title'].str.contains('mngr', case=False, na=False) & df['company_name'].str.contains('hiringg', case=False, na=False)]"
Text/String Operations,list records where job_title has 'sales' or product_name has 'ink',job_title,,"df[df['job_title'].str.contains('sales', case=False, na=False) | df['product_name'].str.contains('ink', case=False, na=False)]"
Text/String Operations,list records where job_title has '.COM' or email has 'pro',job_title,,"df[df['job_title'].str.contains('.COM', case=False, na=False) | df['email'].str.contains('pro', case=False, na=False)]"
Text/String Operations,list entries where Salary Range To has 'inc' in it,Salary Range To,,"df[df['Salary Range To'].str.contains('inc', case=False, na=False)]"
Text/String Operations,show rows where Civil Service Title finishes with salez,Civil Service Title,,"df[df['Civil Service Title'].str.endswith('sales', na=False)]"
Text/String Operations,show records where Level begins with INC,Level,,"df[df['Level'].str.startswith('inc', na=False)]"
Text/String Operations,show records where Additional Information begins with sells,Additional Information,,"df[df['Additional Information'].str.startswith('sales', na=False)]"
Text/String Operations,Salary Range To contains value sales,Salary Range To,,"df[df['Salary Range To'].str.contains('sales', case=False, na=False)]"
Text/String Operations,find all where Job Description contains 'hire',Job Description,,"df[df['Job Description'].str.contains('hiring', case=False, na=False)]"
Text/String Operations,list entries where Salary Range From has '.com' in it,Salary Range From,,"df[df['Salary Range From'].str.contains('.com', case=False, na=False)]"
Text/String Operations,find all where Civil Service Title contains 'Tech',Civil Service Title,,"df[df['Civil Service Title'].str.contains('tech', case=False, na=False)]"
Text/String Operations,show records where Work Location 1 begins with ink,Work Location 1,,"df[df['Work Location 1'].str.startswith('inc', na=False)]"
Text/String Operations,Level starts with 'support',Level,,"df[df['Level'].str.startswith('support', na=False)]"
Text/String Operations,Posting Updated ends with 'Support',Posting Updated,,"df[df['Posting Updated'].str.endswith('support', na=False)]"
Text/String Operations,Additional Information starts with 'managr',Additional Information,,"df[df['Additional Information'].str.startswith('manager', na=False)]"
Text/String Operations,show records where Residency Requirement begins with sup,Residency Requirement,,"df[df['Residency Requirement'].str.startswith('support', na=False)]"
Text/String Operations,show records where Residency Requirement begins with sells,Residency Requirement,,"df[df['Residency Requirement'].str.startswith('sales', na=False)]"
Text/String Operations,Additional Information ends with 'Sales',Additional Information,,"df[df['Additional Information'].str.endswith('sales', na=False)]"
Text/String Operations,Additional Information includes 'Pro',Additional Information,,"df[df['Additional Information'].str.contains('pro', case=False, na=False)]"
Text/String Operations,list entries where Hours/Shift has 'pr0' in it,Hours/Shift,,"df[df['Hours/Shift'].str.contains('pro', case=False, na=False)]"
Text/String Operations,show records where Level begins with Manager,Level,,"df[df['Level'].str.startswith('manager', na=False)]"
Text/String Operations,show rows where Posting Date finishes with pro,Posting Date,,"df[df['Posting Date'].str.endswith('pro', na=False)]"
Text/String Operations,Minimum Qual Requirements includes 'INC',Minimum Qual Requirements,,"df[df['Minimum Qual Requirements'].str.contains('inc', case=False, na=False)]"
Text/String Operations,Career Level includes 'pr0',Career Level,,"df[df['Career Level'].str.contains('pro', case=False, na=False)]"
Text/String Operations,Process Date starts with 'Tech',Process Date,,"df[df['Process Date'].str.startswith('tech', na=False)]"
Text/String Operations,Hours/Shift ends with 'dotcom',Hours/Shift,,"df[df['Hours/Shift'].str.endswith('.com', na=False)]"
Text/String Operations,show records where Level begins with Pro,Level,,"df[df['Level'].str.startswith('pro', na=False)]"
Text/String Operations,Process Date ends with 'Hiring',Process Date,,"df[df['Process Date'].str.endswith('hiring', na=False)]"
Text/String Operations,show rows where Career Level finishes with inc.,Career Level,,"df[df['Career Level'].str.endswith('inc', na=False)]"
Text/String Operations,find all where Minimum Qual Requirements contains 'TECH',Minimum Qual Requirements,,"df[df['Minimum Qual Requirements'].str.contains('tech', case=False, na=False)]"
Text/String Operations,Full-Time/Part-Time indicator starts with 'ink',Full-Time/Part-Time indicator,,"df[df['Full-Time/Part-Time indicator'].str.startswith('inc', na=False)]"
Text/String Operations,Job Description starts with 'dotcom',Job Description,,"df[df['Job Description'].str.startswith('.com', na=False)]"
Text/String Operations,Post Until ends with 'sales',Post Until,,"df[df['Post Until'].str.endswith('sales', na=False)]"
Text/String Operations,Title Classification starts with 'managr',Title Classification,,"df[df['Title Classification'].str.startswith('manager', na=False)]"
Text/String Operations,show rows where Post Until finishes with Support,Post Until,,"df[df['Post Until'].str.endswith('support', na=False)]"
Text/String Operations,Hours/Shift ends with 'hiringg',Hours/Shift,,"df[df['Hours/Shift'].str.endswith('hiring', na=False)]"
Text/String Operations,Level contains value pro,Level,,"df[df['Level'].str.contains('pro', case=False, na=False)]"
Text/String Operations,Salary Frequency ends with '.COM',Salary Frequency,,"df[df['Salary Frequency'].str.endswith('.com', na=False)]"
Text/String Operations,Title Classification includes 'inc.',Title Classification,,"df[df['Title Classification'].str.contains('inc', case=False, na=False)]"
Text/String Operations,Work Location 1 ends with 'hiring',Work Location 1,,"df[df['Work Location 1'].str.endswith('hiring', na=False)]"
Text/String Operations,Level ends with 'Tech',Level,,"df[df['Level'].str.endswith('tech', na=False)]"
Text/String Operations,Division/Work Unit starts with 'sells',Division/Work Unit,,"df[df['Division/Work Unit'].str.startswith('sales', na=False)]"
Text/String Operations,Posting Updated ends with 'TECH',Posting Updated,,"df[df['Posting Updated'].str.endswith('tech', na=False)]"
Text/String Operations,find company_name ending in Sales,company_name,,"df[df['company_name'].str.endswith('sales', na=False)]"
Text/String Operations,find email ending in salez,email,,"df[df['email'].str.endswith('sales', na=False)]"
Text/String Operations,department has 'managr' in it,department,,"df[df['department'].str.contains('manager', case=False, na=False)]"
Text/String Operations,product_name has word salez,product_name,,"df[df['product_name'].str.contains('sales', case=False, na=False)]"
Text/String Operations,city has 'Manager' in it,city,,"df[df['city'].str.contains('manager', case=False, na=False)]"
Text/String Operations,get records with product_name beginning as Tech,product_name,,"df[df['product_name'].str.startswith('tech', na=False)]"
Text/String Operations,get values with product_name trailing with dotcom,product_name,,"df[df['product_name'].str.endswith('.com', na=False)]"
Text/String Operations,find rows where email includes 'Manager',email,,"df[df['email'].str.contains('manager', case=False, na=False)]"
Text/String Operations,email has word mngr,email,,"df[df['email'].str.contains('manager', case=False, na=False)]"
Text/String Operations,get records with job_title beginning as mngr,job_title,,"df[df['job_title'].str.startswith('manager', na=False)]"
Text/String Operations,show rows where city starts with dotcom,city,,"df[df['city'].str.startswith('.com', na=False)]"
Text/String Operations,product_name field holds value support,product_name,,"df[df['product_name'].str.contains('support', case=False, na=False)]"
Text/String Operations,city has word hiringg,city,,"df[df['city'].str.contains('hiring', case=False, na=False)]"
Text/String Operations,find email ending in dotcom,email,,"df[df['email'].str.endswith('.com', na=False)]"
Text/String Operations,get values with product_name trailing with Pro,product_name,,"df[df['product_name'].str.endswith('pro', na=False)]"
Text/String Operations,get values with job_title trailing with inc.,job_title,,"df[df['job_title'].str.endswith('inc', na=False)]"
Text/String Operations,find rows where email includes 'manager',email,,"df[df['email'].str.contains('manager', case=False, na=False)]"
Text/String Operations,get records with job_title beginning as pro,job_title,,"df[df['job_title'].str.startswith('pro', na=False)]"
Text/String Operations,find product_name ending in Manager,product_name,,"df[df['product_name'].str.endswith('manager', na=False)]"
Text/String Operations,find department ending in support,department,,"df[df['department'].str.endswith('support', na=False)]"
Text/String Operations,list where department ends with INC,department,,"df[df['department'].str.endswith('inc', na=False)]"
Text/String Operations,show rows where city starts with sup,city,,"df[df['city'].str.startswith('support', na=False)]"
Text/String Operations,job_title has word managr,job_title,,"df[df['job_title'].str.contains('manager', case=False, na=False)]"
Text/String Operations,list where city ends with hiringg,city,,"df[df['city'].str.endswith('hiring', na=False)]"
Text/String Operations,department field begins with dotcom,department,,"df[df['department'].str.startswith('.com', na=False)]"
Text/String Operations,find city ending in Manager,city,,"df[df['city'].str.endswith('manager', na=False)]"
Text/String Operations,job_title field begins with Pro,job_title,,"df[df['job_title'].str.startswith('pro', na=False)]"
Text/String Operations,find department ending in managr,department,,"df[df['department'].str.endswith('manager', na=False)]"
Text/String Operations,get values with email trailing with manager,email,,"df[df['email'].str.endswith('manager', na=False)]"
Text/String Operations,list where company_name ends with .COM,company_name,,"df[df['company_name'].str.endswith('.com', na=False)]"
Text/String Operations,find rows where city includes 'Sales',city,,"df[df['city'].str.contains('sales', case=False, na=False)]"
Text/String Operations,find city ending in support,city,,"df[df['city'].str.endswith('support', na=False)]"
Text/String Operations,list where department ends with Hiring,department,,"df[df['department'].str.endswith('hiring', na=False)]"
Text/String Operations,show all department with tech in it,department,,"df[df['department'].str.contains('tech', case=False, na=False)]"
Text/String Operations,find rows where product_name includes 'TECH',product_name,,"df[df['product_name'].str.contains('tech', case=False, na=False)]"
Text/String Operations,job_title has 'mngr' in it,job_title,,"df[df['job_title'].str.contains('manager', case=False, na=False)]"
Text/String Operations,product_name has word INC,product_name,,"df[df['product_name'].str.contains('inc', case=False, na=False)]"
Text/String Operations,show rows where email starts with sales,email,,"df[df['email'].str.startswith('sales', na=False)]"
Text/String Operations,get records with product_name beginning as TECH,product_name,,"df[df['product_name'].str.startswith('tech', na=False)]"
Text/String Operations,find department ending in Manager,department,,"df[df['department'].str.endswith('manager', na=False)]"
Text/String Operations,get records with email beginning as Support,email,,"df[df['email'].str.startswith('support', na=False)]"
Text/String Operations,job_title has 'hire' in it,job_title,,"df[df['job_title'].str.contains('hiring', case=False, na=False)]"
Text/String Operations,company_name field holds value Sales,company_name,,"df[df['company_name'].str.contains('sales', case=False, na=False)]"
Text/String Operations,show rows where department starts with pro,department,,"df[df['department'].str.startswith('pro', na=False)]"
Text/String Operations,department has word inc.,department,,"df[df['department'].str.contains('inc', case=False, na=False)]"
Text/String Operations,show rows where email starts with INC,email,,"df[df['email'].str.startswith('inc', na=False)]"
Text/String Operations,get values with product_name trailing with dotcom,product_name,,"df[df['product_name'].str.endswith('.com', na=False)]"
Text/String Operations,find product_name ending in Support,product_name,,"df[df['product_name'].str.endswith('support', na=False)]"
Text/String Operations,product_name field begins with TECH,product_name,,"df[df['product_name'].str.startswith('tech', na=False)]"
Text/String Operations,get entries if department contains .com,department,,"df[df['department'].str.contains('.com', case=False, na=False)]"
Text/String Operations,get rows where product_name does not contain 'suport',product_name,,"df[~df['product_name'].str.contains('suport', case=False, na=False)]"
Text/String Operations,get rows where company_name does not contain '.COM',company_name,,"df[~df['company_name'].str.contains('.COM', case=False, na=False)]"
Text/String Operations,find email having 'tech' and company_name with 'hiringg',email,company_name,"df[df['email'].str.contains('tech', case=False, na=False) & df['company_name'].str.contains('hiringg', case=False, na=False)]"
Text/String Operations,get rows where product_name does not contain 'tek',product_name,,"df[~df['product_name'].str.contains('tek', case=False, na=False)]"
Text/String Operations,find department having 'support' and job_title with 'inc.',department,job_title,"df[df['department'].str.contains('support', case=False, na=False) & df['job_title'].str.contains('inc.', case=False, na=False)]"
Text/String Operations,get rows where company_name does not contain 'hiring',company_name,,"df[~df['company_name'].str.contains('hiring', case=False, na=False)]"
Text/String Operations,find company_name having 'salez' and product_name with 'managr',company_name,product_name,"df[df['company_name'].str.contains('salez', case=False, na=False) & df['product_name'].str.contains('managr', case=False, na=False)]"
Text/String Operations,find department having 'salez' and email with 'sales',department,email,"df[df['department'].str.contains('salez', case=False, na=False) & df['email'].str.contains('sales', case=False, na=False)]"
Text/String Operations,get rows where product_name does not contain 'Sales',product_name,,"df[~df['product_name'].str.contains('Sales', case=False, na=False)]"
Text/String Operations,get rows where email does not contain 'support',email,,"df[~df['email'].str.contains('support', case=False, na=False)]"
Text/String Operations,list records where department has 'dotcom' or company_name has 'dotcom',department,company_name,"df[df['department'].str.contains('dotcom', case=False, na=False) | df['company_name'].str.contains('dotcom', case=False, na=False)]"
Text/String Operations,get rows where department does not contain 'inc.',department,,"df[~df['department'].str.contains('inc.', case=False, na=False)]"
Text/String Operations,find job_title having 'managr' and city with '.com',job_title,city,"df[df['job_title'].str.contains('managr', case=False, na=False) & df['city'].str.contains('.com', case=False, na=False)]"
Text/String Operations,get rows where department does not contain 'tek',department,,"df[~df['department'].str.contains('tek', case=False, na=False)]"
Text/String Operations,get rows where department does not contain 'hiring',department,,"df[~df['department'].str.contains('hiring', case=False, na=False)]"
Text/String Operations,get rows where product_name does not contain 'PRo',product_name,,"df[~df['product_name'].str.contains('PRo', case=False, na=False)]"
Text/String Operations,find city having 'dotcom' and product_name with 'pr0',city,product_name,"df[df['city'].str.contains('dotcom', case=False, na=False) & df['product_name'].str.contains('pr0', case=False, na=False)]"
Text/String Operations,list records where product_name has 'Tech' or job_title has 'PRo',product_name,job_title,"df[df['product_name'].str.contains('Tech', case=False, na=False) | df['job_title'].str.contains('PRo', case=False, na=False)]"
Text/String Operations,list records where department has '.com' or job_title has 'hiring',department,job_title,"df[df['department'].str.contains('.com', case=False, na=False) | df['job_title'].str.contains('hiring', case=False, na=False)]"
Text/String Operations,list records where job_title has 'sup' or product_name has '.com',job_title,product_name,"df[df['job_title'].str.contains('sup', case=False, na=False) | df['product_name'].str.contains('.com', case=False, na=False)]"
Text/String Operations,list records where product_name has 'support' or job_title has 'Sales',product_name,job_title,"df[df['product_name'].str.contains('support', case=False, na=False) | df['job_title'].str.contains('Sales', case=False, na=False)]"
Text/String Operations,find email having 'salez' and job_title with 'dotcom',email,job_title,"df[df['email'].str.contains('salez', case=False, na=False) & df['job_title'].str.contains('dotcom', case=False, na=False)]"
Text/String Operations,find job_title having 'mngr' and company_name with 'hiringg',job_title,company_name,"df[df['job_title'].str.contains('mngr', case=False, na=False) & df['company_name'].str.contains('hiringg', case=False, na=False)]"
Text/String Operations,list records where job_title has 'sales' or product_name has 'ink',job_title,product_name,"df[df['job_title'].str.contains('sales', case=False, na=False) | df['product_name'].str.contains('ink', case=False, na=False)]"
Text/String Operations,list records where job_title has '.COM' or email has 'pro',job_title,email,"df[df['job_title'].str.contains('.COM', case=False, na=False) | df['email'].str.contains('pro', case=False, na=False)]"
Text/String Operations,list entries where Salary Range To has 'inc' in it,Salary Range To,,"df[df['Salary Range To'].str.contains('inc', case=False, na=False)]"
Text/String Operations,show rows where Civil Service Title finishes with salez,Civil Service Title,,"df[df['Civil Service Title'].str.endswith('sales', na=False)]"
Text/String Operations,show records where Level begins with INC,Level,,"df[df['Level'].str.startswith('inc', na=False)]"
Text/String Operations,show records where Additional Information begins with sells,Additional Information,,"df[df['Additional Information'].str.startswith('sales', na=False)]"
Text/String Operations,Salary Range To contains value sales,Salary Range To,,"df[df['Salary Range To'].str.contains('sales', case=False, na=False)]"
Text/String Operations,find all where Job Description contains 'hire',Job Description,,"df[df['Job Description'].str.contains('hiring', case=False, na=False)]"
Text/String Operations,list entries where Salary Range From has '.com' in it,Salary Range From,,"df[df['Salary Range From'].str.contains('.com', case=False, na=False)]"
Text/String Operations,find all where Civil Service Title contains 'Tech',Civil Service Title,,"df[df['Civil Service Title'].str.contains('tech', case=False, na=False)]"
Text/String Operations,show records where Work Location 1 begins with ink,Work Location 1,,"df[df['Work Location 1'].str.startswith('inc', na=False)]"
Text/String Operations,Level starts with 'support',Level,,"df[df['Level'].str.startswith('support', na=False)]"
Text/String Operations,Posting Updated ends with 'Support',Posting Updated,,"df[df['Posting Updated'].str.endswith('support', na=False)]"
Text/String Operations,Additional Information starts with 'managr',Additional Information,,"df[df['Additional Information'].str.startswith('manager', na=False)]"
Text/String Operations,show records where Residency Requirement begins with sup,Residency Requirement,,"df[df['Residency Requirement'].str.startswith('support', na=False)]"
Text/String Operations,show records where Residency Requirement begins with sells,Residency Requirement,,"df[df['Residency Requirement'].str.startswith('sales', na=False)]"
Text/String Operations,Additional Information ends with 'Sales',Additional Information,,"df[df['Additional Information'].str.endswith('sales', na=False)]"
Text/String Operations,Additional Information includes 'Pro',Additional Information,,"df[df['Additional Information'].str.contains('pro', case=False, na=False)]"
Text/String Operations,list entries where Hours/Shift has 'pr0' in it,Hours/Shift,,"df[df['Hours/Shift'].str.contains('pro', case=False, na=False)]"
Text/String Operations,show records where Level begins with Manager,Level,,"df[df['Level'].str.startswith('manager', na=False)]"
Text/String Operations,show rows where Posting Date finishes with pro,Posting Date,,"df[df['Posting Date'].str.endswith('pro', na=False)]"
Text/String Operations,Minimum Qual Requirements includes 'INC',Minimum Qual Requirements,,"df[df['Minimum Qual Requirements'].str.contains('inc', case=False, na=False)]"
Text/String Operations,Career Level includes 'pr0',Career Level,,"df[df['Career Level'].str.contains('pro', case=False, na=False)]"
Text/String Operations,Process Date starts with 'Tech',Process Date,,"df[df['Process Date'].str.startswith('tech', na=False)]"
Text/String Operations,Hours/Shift ends with 'dotcom',Hours/Shift,,"df[df['Hours/Shift'].str.endswith('.com', na=False)]"
Text/String Operations,show records where Level begins with Pro,Level,,"df[df['Level'].str.startswith('pro', na=False)]"
Text/String Operations,Process Date ends with 'Hiring',Process Date,,"df[df['Process Date'].str.endswith('hiring', na=False)]"
Text/String Operations,show rows where Career Level finishes with inc.,Career Level,,"df[df['Career Level'].str.endswith('inc', na=False)]"
Text/String Operations,find all where Minimum Qual Requirements contains 'TECH',Minimum Qual Requirements,,"df[df['Minimum Qual Requirements'].str.contains('tech', case=False, na=False)]"
Text/String Operations,Full-Time/Part-Time indicator starts with 'ink',Full-Time/Part-Time indicator,,"df[df['Full-Time/Part-Time indicator'].str.startswith('inc', na=False)]"
Text/String Operations,Job Description starts with 'dotcom',Job Description,,"df[df['Job Description'].str.startswith('.com', na=False)]"
Text/String Operations,Post Until ends with 'sales',Post Until,,"df[df['Post Until'].str.endswith('sales', na=False)]"
Text/String Operations,Title Classification starts with 'managr',Title Classification,,"df[df['Title Classification'].str.startswith('manager', na=False)]"
Text/String Operations,show rows where Post Until finishes with Support,Post Until,,"df[df['Post Until'].str.endswith('support', na=False)]"
Text/String Operations,Hours/Shift ends with 'hiringg',Hours/Shift,,"df[df['Hours/Shift'].str.endswith('hiring', na=False)]"
Text/String Operations,Level contains value pro,Level,,"df[df['Level'].str.contains('pro', case=False, na=False)]"
Text/String Operations,Salary Frequency ends with '.COM',Salary Frequency,,"df[df['Salary Frequency'].str.endswith('.com', na=False)]"
Text/String Operations,Title Classification includes 'inc.',Title Classification,,"df[df['Title Classification'].str.contains('inc', case=False, na=False)]"
Text/String Operations,Work Location 1 ends with 'hiring',Work Location 1,,"df[df['Work Location 1'].str.endswith('hiring', na=False)]"
Text/String Operations,Level ends with 'Tech',Level,,"df[df['Level'].str.endswith('tech', na=False)]"
Text/String Operations,Division/Work Unit starts with 'sells',Division/Work Unit,,"df[df['Division/Work Unit'].str.startswith('sales', na=False)]"
Text/String Operations,Posting Updated ends with 'TECH',Posting Updated,,"df[df['Posting Updated'].str.endswith('tech', na=False)]"
Text/String Operations,list all jobs with Salary Range From minimum 50000,Salary Range From,,df[df['Salary Range From'] >= 50000]
Text/String Operations,Level != 100000,Level,,df[df['Level'] != 100000]
Text/String Operations,Salary Range To should be below 30000,Salary Range To,,df[df['Salary Range To'] < 30000]
Text/String Operations,Salary Range From should be maximum 200000,Salary Range From,,df[df['Salary Range From'] <= 200000]
Text/String Operations,show records where Salary Range From is below 75000,Salary Range From,,df[df['Salary Range From'] < 75000]
Text/String Operations,list all jobs with Salary Range To maximum 75000,Salary Range To,,df[df['Salary Range To'] <= 75000]
Text/String Operations,get jobs where Level is greater than 150000,Level,,df[df['Level'] > 150000]
Text/String Operations,show records where Level is >= 50000,Level,,df[df['Level'] >= 50000]
Text/String Operations,Salary Range To should be maximum 150000,Salary Range To,,df[df['Salary Range To'] <= 150000]
Text/String Operations,show records where Level is more than 30000,Level,,df[df['Level'] > 30000]
Text/String Operations,get jobs where Level is != 50000,Level,,df[df['Level'] != 50000]
Text/String Operations,Salary Range From should be == 75000,Salary Range From,,df[df['Salary Range From'] == 75000]
Text/String Operations,show records where Level is maximum 75000,Level,,df[df['Level'] <= 75000]
Text/String Operations,get jobs where Level is more than 30000,Level,,df[df['Level'] > 30000]
Text/String Operations,Level <= 30000,Level,,df[df['Level'] <= 30000]
Text/String Operations,list all jobs with Level not 200000,Level,,df[df['Level'] != 200000]
Text/String Operations,get jobs where Salary Range From is under 100000,Salary Range From,,df[df['Salary Range From'] < 100000]
Text/String Operations,Salary Range From should be under 75000,Salary Range From,,df[df['Salary Range From'] < 75000]
Text/String Operations,list all jobs with Level equal to 100000,Level,,df[df['Level'] == 100000]
Text/String Operations,Salary Range To should be not 30000,Salary Range To,,df[df['Salary Range To'] != 30000]
Text/String Operations,show records where Level is more than 50000,Level,,df[df['Level'] > 50000]
Text/String Operations,Salary Range To != 50000,Salary Range To,,df[df['Salary Range To'] != 50000]
Text/String Operations,Salary Range From <= 75000,Salary Range From,,df[df['Salary Range From'] <= 75000]
Text/String Operations,get jobs where Salary Range From is maximum 75000,Salary Range From,,df[df['Salary Range From'] <= 75000]
Text/String Operations,get jobs where Level is >= 200000,Level,,df[df['Level'] >= 200000]
Text/String Operations,Level minimum 50000,Level,,df[df['Level'] >= 50000]
Text/String Operations,Salary Range To should be != 200000,Salary Range To,,df[df['Salary Range To'] != 200000]
Text/String Operations,Salary Range To less than 200000,Salary Range To,,df[df['Salary Range To'] < 200000]
Text/String Operations,show records where Salary Range To is under 30000,Salary Range To,,df[df['Salary Range To'] < 30000]
Text/String Operations,show records where Level is at most 200000,Level,,df[df['Level'] <= 200000]
Text/String Operations,get jobs where Salary Range To is <= 100000,Salary Range To,,df[df['Salary Range To'] <= 100000]
Text/String Operations,list all jobs with Salary Range To maximum 150000,Salary Range To,,df[df['Salary Range To'] <= 150000]
Text/String Operations,Salary Range From should be above 100000,Salary Range From,,df[df['Salary Range From'] > 100000]
Text/String Operations,show records where Salary Range To is at most 30000,Salary Range To,,df[df['Salary Range To'] <= 30000]
Text/String Operations,list all jobs with Level less than 30000,Level,,df[df['Level'] < 30000]
Text/String Operations,show records where Salary Range From is equal to 30000,Salary Range From,,df[df['Salary Range From'] == 30000]
Text/String Operations,get jobs where Salary Range From is minimum 50000,Salary Range From,,df[df['Salary Range From'] >= 50000]
Text/String Operations,show records where Salary Range From is not 200000,Salary Range From,,df[df['Salary Range From'] != 200000]
Text/String Operations,get jobs where Level is at most 100000,Level,,df[df['Level'] <= 100000]
Text/String Operations,list all jobs with Salary Range From above 75000,Salary Range From,,df[df['Salary Range From'] > 75000]
Text/String Operations,Salary Range From should be != 200000,Salary Range From,,df[df['Salary Range From'] != 200000]
Text/String Operations,list all jobs with Level is 150000,Level,,df[df['Level'] == 150000]
Text/String Operations,show records where Salary Range To is greater than 200000,Salary Range To,,df[df['Salary Range To'] > 200000]
Text/String Operations,show records where Salary Range To is not equal to 150000,Salary Range To,,df[df['Salary Range To'] != 150000]
Text/String Operations,list all jobs with Salary Range From >= 100000,Salary Range From,,df[df['Salary Range From'] >= 100000]
Text/String Operations,list all jobs with Level not 75000,Level,,df[df['Level'] != 75000]
Text/String Operations,show records where Level is greater than 200000,Level,,df[df['Level'] > 200000]
Text/String Operations,Salary Range From maximum 100000,Salary Range From,,df[df['Salary Range From'] <= 100000]
Text/String Operations,Salary Range To should be at least 75000,Salary Range To,,df[df['Salary Range To'] >= 75000]
Text/String Operations,Salary Range To != 50000,Salary Range To,,df[df['Salary Range To'] != 50000]
Text/String Operations,show records where Posting Date is not equal to 200000,Posting Date,,df[pd.to_datetime(df['Posting Date']) != pd.to_datetime('200000')]
Text/String Operations,show entries having Sales >= 25000,Sales,,df[df['Sales'] >= 25000]
Text/String Operations,show entries having discount is 150000,discount,,df[df['discount'] == 150000]
Text/String Operations,units_sold <= 30000,units_sold,,df[df['units_sold'] <= 30000]
Text/String Operations,revenue should be more than 30000,revenue,,df[df['revenue'] > 30000]
Text/String Operations,show entries having discount below 200000,discount,,df[df['discount'] < 200000]
Text/String Operations,Salary Range To >= 200000,Salary Range To,,df[df['Salary Range To'] >= 200000]
Text/String Operations,Posting Date should be minimum 100000,Posting Date,,df[pd.to_datetime(df['Posting Date']) >= pd.to_datetime('100000')]
Text/String Operations,units_sold should be >= 25000,units_sold,,df[df['units_sold'] >= 25000]
Text/String Operations,Salary Range To not 150000,Salary Range To,,df[df['Salary Range To'] != 150000]
Text/String Operations,revenue equal to 25000,revenue,,df[df['revenue'] == 25000]
Text/String Operations,show entries having revenue not 99999,revenue,,df[df['revenue'] != 99999]
Text/String Operations,get records where revenue is greater than 50000,revenue,,df[df['revenue'] > 50000]
Text/String Operations,Salary Range To less than 30000,Salary Range To,,df[df['Salary Range To'] < 30000]
Text/String Operations,Salary Range From under 25000,Salary Range From,,df[df['Salary Range From'] < 25000]
Text/String Operations,Process Date should be <= 99999,Process Date,,df[pd.to_datetime(df['Process Date']) <= pd.to_datetime('99999')]
Text/String Operations,show entries having Salary Range From equal to 1,Salary Range From,,df[df['Salary Range From'] == 1]
Text/String Operations,revenue should be equal to 30000,revenue,,df[df['revenue'] == 30000]
Text/String Operations,entries where Posting Updated is at most 25000,Posting Updated,,df[pd.to_datetime(df['Posting Updated']) <= pd.to_datetime('25000')]
Text/String Operations,get records where Sales is greater than 100000,Sales,,df[df['Sales'] > 100000]
Text/String Operations,get records where revenue is more than 100000,revenue,,df[df['revenue'] > 100000]
Text/String Operations,list data with Posting Updated less than 10,Posting Updated,,df[pd.to_datetime(df['Posting Updated']) < pd.to_datetime('10')]
Text/String Operations,list data with Posting Updated under 0,Posting Updated,,df[pd.to_datetime(df['Posting Updated']) < pd.to_datetime('0')]
Text/String Operations,show records where Posting Updated is below 10,Posting Updated,,df[pd.to_datetime(df['Posting Updated']) < pd.to_datetime('10')]
Text/String Operations,Post Until should be not 200000,Post Until,,df[pd.to_datetime(df['Post Until']) != pd.to_datetime('200000')]
Text/String Operations,show records where Process Date is >= 150000,Process Date,,df[pd.to_datetime(df['Process Date']) >= pd.to_datetime('150000')]
Text/String Operations,Sales below 10,Sales,,df[df['Sales'] < 10]
Text/String Operations,Salary Range From greater than 200000,Salary Range From,,df[df['Salary Range From'] > 200000]
Text/String Operations,get records where Salary Range From is == 25000,Salary Range From,,df[df['Salary Range From'] == 25000]
Text/String Operations,units_sold should be is 30000,units_sold,,df[df['units_sold'] == 30000]
Text/String Operations,Process Date should be greater than 30000,Process Date,,df[pd.to_datetime(df['Process Date']) > pd.to_datetime('30000')]
Text/String Operations,show entries having discount at most 30000,discount,,df[df['discount'] <= 30000]
Text/String Operations,show entries having units_sold at most 150000,units_sold,,df[df['units_sold'] <= 150000]
Text/String Operations,Process Date should be under 9999,Process Date,,df[pd.to_datetime(df['Process Date']) < pd.to_datetime('9999')]
Text/String Operations,show entries having discount at least 25000,discount,,df[df['discount'] >= 25000]
Text/String Operations,Sales should be is 99999,Sales,,df[df['Sales'] == 99999]
